tweet_body,states_id,hand_topic_id
"Many thanks to @OmahaFire385 and @OperationWarm for donating coats, scarves, and gloves to our community this https://t.co/kHpWrZRk98",16,5
"RT @iowademocrats: Iowa GOPs Union Busting Directly Tied To Koch-Backed ALEC #ialegis #saveiaworkers https://t.co/fV1tRdOWn5 via",16,1
"RT @OmahaFire385: Teamed up with @TonyVargas to distribute coats from @OperationWarm to kids in downtown #Omaha. Thx to @UrbanAbbeyOmaha",16,1
"RT @ProgressIowa: bill was crafted behind closed deliberately left unions in the https://t.co/NOIqWnoanY #ialegis",16,5
"Today, I spoke on the floor for the very first time to add your voices and mine to the call for his resignation:",16,5
"RT @ProgressIowa: Senator @JoeBolkcom: Iowans did not vote for this. You did not vote for this ... You campaigned on a number of things",16,5
"I have heard from many of my constituents over the last few days about the actions of Sen. Kintner..",16,5
"RT @ErinDMurphy: #ialegis Senate gallery almost full now with #collectivebargaining debate underway and we pass the 5 oclock hour.",16,5
"..&amp; feel it is imp 2 relay their concerns to this body. Sen Kintner has disrespected NE women &amp; dishonored the institution of our #neleg..",16,5
"RT @iowademocrats: The bill in the end will drive down wages and benefits for both union and non-union members. @JoeBolkcom",16,0
"The voices of our constituents matter. The voices of women and those that have experienced sexual assault and bullying matter.",16,0
"RT @emilyholley: #ialegis @IASenateGOP You didnt campaign on this issue. If it was so important, why not mention it in your stumps?",16,5
"It is critical that we, as elected representatives, uphold the integrity of our institution and stand up for women.",16,5
"RT @IAStartingLine: Chapter 20 a balance between employer and employee Iowa Republican Chair @kaufmannGOP once said",16,0
"I join the call for his resignation and look to the rest of our body to join me in this unified call to action.",16,0
"RT @IAStartingLine: Senator Johnson: No, we have to go really fast before the people of Iowa notice, slams fast-tracked legislation",16,5
"Students support #LB427 and #428! Thanks @DailyNeb https://t.co/boYHbCZdkY",16,5
"RT @ProgressIowa: When a Senator from deep-red NW Iowa is adamantly opposed to the Republican collective bargaining bill, you have problems",16,5
"Hearings for #LB427 &amp; #LB428 are on Monday at 1:30pm. If you would like to testify call my office at 402-471-2721/email tvargas@leg.ne.gov!",16,5
"RT @pagroney: At the Capitol again to let #ialegis that Chapter 20 is not broke dont fix it
#iaedfuture #saveiaworkers",16,0
"Ill be on @mindandsoul1013 this morning from 8:30am-8:45am to talk about whats happening here at the legislature. Tune in!",16,0
"RT @rayfeuss: He is hitting it hard and accurately. https://t.co/4S3g9TUlRZ",16,5
"Talking payday lending (LB194), Kintner resignation, death penalty (LB446), voting rights, and more on @mindandsoul1013 right now!",16,5
"RT @IAStartingLine: unprecedented in the history of Iowa Poll to see a president begin first term with such low approval ratings",16,20
"RT @HollandMovement: These two bills are aimed at improving policies for student parents and their babies. #breastfeeding #womenshealth",16,20
"well that didnt take long..... https://t.co/qYVr4GxhB8",16,5
"@emnohr @CHRISBURBACH Confident that we can all agree that making democracy more accessible to more Nebraskans is #1 goal",16,5
"Wonder what Republicans really think about Iowa teachers? https://t.co/1N4C18UZfc #ialegis #saveIAworkers https://t.co/NPCWIWchf5",16,5
"@emnohr @CHRISBURBACH And understand that making democracy affordable is DC boards concern. Will be working with them on that",16,5
"RT @brianneDMR: Rep. Bruce Hunter, D-Des Moines, says this is the most egregious, hateful, vengeful piece of legislation hes seen in",16,5
"Thank you! Ill need your support and advocacy to get this through. Make sure to contact your senator! https://t.co/pct0AcP4Bk",16,5
"RT @ErinDMurphy: Rep. @RepBruceHunter asks Rep. Holt, who made House bill opening comments, if comments copyrighted by ALEC.

#ialegis",16,5
".@marthaevapearl Should have specified -- call your state senator about #LR26. Call your federal reps about those other things!",16,5
"Rep. Bruce Hunter, It should be right for every person to have a voice in their job. #ialegis #saveiaworkers",16,5
"RT @_kennndiii: If you know any DACA recipients, please contact your senators &amp; let them know you support LR26!! https://t.co/mlXOnqe2T2",16,5
"ALERT!!!! #alternativefact below #saveIAworkers #ialegis https://t.co/CRTiaE3L83",16,5
"RT @amycsc: #HereToStay #DREAMers #thegoodlife #nebraska https://t.co/N8xnKhxI71",16,5
"Rep. @Abby4IowaHouse calls out GOP Rep. Watts for having headphones on during debate that affects hundreds of Iowa Workers. #saveiaworker",16,0
"RT @AprillePhillip1: @TonyVargas Thank you for providing leadership in supporting these Nebraskans!",16,0
"RT @ErinDMurphy: Social workers getting a lot of defense tonight. Now from Rep. @MartiIowa, a social worker herself.

#ialegis",16,5
"Lots of folks here from both in and out of the district to talk about how we can work together to make our community better #ld7townhall",16,5
"Rep. @Kirsten_RM Are you going to stand with the Iowans who are giving their lives to public service? #ialegis #saveiaworkers",16,5
"Talking payday lending (#LB194) now and #LD7 agrees: regulation is needed #ld7townhall",16,5
"Rep. @Kirsten_RM: The state budget deficit is not due to collective bargaining. #ialegis #saveiaworkers",16,5
"Tons of support here for expanding # of early vote locations (#LB163). People want to be able to vote early in person!",16,5
"An attack on one Iowa worker is an attack on all Iowa workers  Rep. @Kirsten_RM. #ialegis #saveiaworkers https://t.co/vFgWRTF7lP",16,5
"Concern here about revenue shortages and budget deficit and how that affects NEs most vulnerable people #ld7townhall",16,5
".@Kirsten_RM House GOP fast tracked this collective bargaining bill from greedy out-of-state corporations. #ialegis #saveiaworkers",16,5
"Question about how we can more fairly redistrict in 2020 -- independent redistricting committee? #ld7townhall",16,5
"Watch the @iahousedemocrat #saveiaworkers debate live now at https://t.co/sGjDVqSmpX #ialegis",16,5
"Thanks to everyone who came out to my first #LD7townhall! Well be doing these every couple of months, so stay tuned for our next one!",16,5
"RT @kmoc01: @IAHouseGOP wants to model Iowa after Wisconsin; so lets look at WI - A depressed workforce. Median household income down",16,5
"RT @alex_garrison: Proud to see my state senator, @TonyVargas, as one of 10 standing up for refugees in Nebraska. https://t.co/vtTcAQxdd6",16,5
"RT @238Teamsters: The fight in the Iowa house continues tonight. #saveiaworkers #teamsterpower https://t.co/AiAq5xMCIG",16,5
"Thank you @marthaevapearl https://t.co/ZeuKzUwiTx",16,5
"Rep. @kurth_monica first time speaking on the Iowa House Floor against a bill that guts rights for Iowas workers. #ialegis #SaveiaWorkers",16,5
"Thank you @alex_garrison",16,5
"Rep. @jforbes1021 I knocked on hundreds of doors this election, and not once did collective bargaining come up. #ialegis #saveiaworkers",16,1
"#neleg Edu Committee hearing now on #LB427. Thank you to @maddief and @nsea_org for your support!",16,1
"RT @ErinDMurphy: Rep. @JohnForbes4IA talking about Del Stromer, former House Speaker and father of current @SpeakerUpmeyer.

#ialegis",16,5
"RT @HollandMovement: Hearing on Sen. @TonyVargas LB 427 to support student parents efforts to breastfeed their infants.",16,5
"RT @EnglishAdams: @StaedArt thank you, Art. Iowas public workers appreciate you standing up for us. #ialegis #SaveIowaWorkers",16,5
"Also many thanks to courageous and strong student mothers + teachers who took time to be here and support #LB427 and #LB428",16,5
"RT @ErinDMurphy: New Rep. @kurth_monica: #collectivebargaining bill primary purpose: coordinated attack on public unions.

#ialegis",16,5
"And special thank you to @ACLUofNE for their commitment to equal education for women and girls #LB427 and #LB428",16,5
"Newton Police Lieut. Rep. @WesBreckenridge I work in law enforcement and I stand with all public safety workers. #ialegis #saveiaworkers",16,5
"#LB428 up now! Time to better and consistently support student parents in NE https://t.co/X6sgBjQHsi",16,5
"Rep. Dennis Cohoon, longest running current legislator fights against the gutting of rights for Iowa https://t.co/2UukaMkf4c",16,5
"RT @ChristianEspin7: Good job Sen. @TonyVargas https://t.co/PxGz4whe4C",16,5
"Rep. @HallForIowa Second only to ones love, ones labor is the most sacred thing they have to offer. #SaveiaWorkers #ialegis",16,5
"RT @maddief: Thank you @TonyVargas for standing up for our students who are also parents! https://t.co/M7MtPD4cW0",16,5
"Rep. @HallForIowa: Government is not supposed to be beholden to a donor class. #SaveiaWorkers #ialegis",16,5
"Great recap of yesterdays hearing on #LB427 &amp; #LB428! @stoddardOWH @OWHnews https://t.co/Uy6o03oRWG",16,5
"Rep. @HallForIowa: House GOP are taking away from Iowans the thing they work for, and that is the future of their family.  #SaveiaWorkers",16,5
"We must do more 2 support pregnant &amp; parenting students in NE while they finish school #LB427 #LB428 #neleg  https://t.co/Uy6o03oRWG",16,5
"RT @jforbes1021: @iahousedemocrat @iowademocrats #ialegis This:
https://t.co/hMRQgcRSjs",16,5
"RT @CJaiFerry: My cousin got supp. while preg. She went from struggling to successful student. Now an educator/head of school.",16,5
"Rep. @RepMaryWolfe Im looking at the board and Im not seeing any speakers from the @IAHouseGOP to defend their bill.  #ialegis",16,5
"RT @jjcomaha: Great work Tony Vargas for teen parents https://t.co/ysPz4Infnc",16,5
"RT @ErinDMurphy: More Dem-to-opponents, from Rep. @RepMaryWolfe: Were fighting. Were with you. We hear you. Im so sorry.

#ialegis",16,5
"Bills would extend breastfeeding rights &amp; require policies 4 teen parents @ schools #LB427 #LB428 @JournalStarNews https://t.co/dURTX3wo3n",16,5
".@CindyWinckler questioning Republican floor manager and he cant answer the question #ialegis #saveIAworkers",16,5
"Danias story is one of too many that shows exactly why #LB427 &amp; #LB428 are needed in NE @JournalStarNews https://t.co/dURTX3wo3n",16,5
"were voting on a bill, but dont know the fiscal impact? @CindyWinckler",16,20
"Great op-ed in the @DailyNeb @dnopinion about need 4 payday lending reform! Let your Sen know you support #LB194! https://t.co/0upoh8F5wN",16,20
"RT @JosephOHern: @iahousedemocrat @RepMaryWolfe @IAHouseGOP we go live to Republican conference room with @AFPhq https://t.co/W1uZtnaUtB",16,0
"Read the Unicamerals update on my bills to support pregnant and parenting students -- #LB427 and #LB428! #neleg https://t.co/k3o1NusdLp",16,0
".@cindywinckler pointing out we dont know the unintended consequences of the bill #ialegis #saveIAworkers",16,5
"Approx 70% of young women who have a child leave school &amp; dont return to finish school until years later  #neleg https://t.co/k3o1NusdLp",16,5
"RT @ErinDMurphy: And with that, Republican leaders have pressed pause on the #collectivebargaining debate. Like Senate, will pick up",16,5
"Inconsistent policies on pregnant &amp; parenting students cause disparities in student success #neleg https://t.co/k3o1NusdLp",16,5
"RT @okayhenderson: #ialegis Iowa House debate on collective bargaining suspended at 10:33p. House to reconvene @ 830a 2/15",16,1
"RT @shrivercenter: .@TonyVargas &amp; are advancing the rights of K-12 pregnant &amp; parenting rights",16,1
"RT @Abby4IowaHouse: I demand respect for working families in IA. No one should be listening to HEADPHONES during debate #saveIAworkers",16,5
"RT @J_Philo_Dendro: I find it amazing this isnt already a thing but I shouldnt be surprised. Kudos to @TonyVargas on this one!",16,5
"RT @IowaSEA: ISEA member grades papers during House debate on collective bargaining bill She persists! #IowaSEA #SaveIaWorkers",16,5
"The 1-pager w info on bills Ive introduced is now available in Spanish! Download it in English + Spanish here: https://t.co/eMlqK8rcpQ",16,5
"RT @SSteckman: Just because you say it over and over again, does not make it true Kirsten Running Marquardt",16,5
"Thank you! https://t.co/lywzG1zm4J",16,5
"RT @okayhenderson: New Data: 4600+ people passed through the security checkpoints in the capitol yesterday. #IAlegis #IApolitics",16,20
"Did you miss my first town hall on 1/28? Take a few mins to fill out this constituent survey! #neleg  https://t.co/Y6IrAUK13R",16,20
"GOP to Iowans: Shut up while we bust unions https://t.co/QL1hq4SDVL via @DMRegister #ialegis #saveIAworkers",16,5
"RT @BarbaraEyethink: @TonyVargas thank you for being such a positive force for change in Nebraska.  So refreshing!  #NeLeg",16,5
"RT @iowademocrats: Republicans who control the #ialegis dont want any such exercises in democratic engagement here.",16,5
"Glad to be there! Thanks for all you do to make our community a more beautiful place. https://t.co/d4fmlmYqfc",16,5
"Day 2 debate starts NOW on @IAHouseGOP bill to take away rights from Iowa workers https://t.co/JOAvU4U3rk #ialegis #saveIAworkers",16,5
"Happy to support the arts! https://t.co/d4fmlmYqfc",16,5
".@marymascher to Republicans: you may not be listening to Iowans, but we are #saveIAworkers #ialegis",16,20
"Earlier this afternoon I became aware of a potential ICE raid at Nebraska Beef",16,20
".@marymascher Iowans are not asking for this bill; the system isnt broken #ialegis #saveIAworkers",16,20
"I have been in close contact w the ACLU, Nebraska Appleseed, JFON, and other community leaders and organizations to monitor the situation.",16,20
"RT @ProgressIowa: Who wants this legislation? @ALEC_states? @AFPIowa? -@marymascher #ialegis #saveiaworkers",16,5
"As of right now, nothing has been confirmed. If you know any specific information pls lmk here or at tvargas@leg.ne.gov",16,5
"This bill is an attack on the economic security of thousands of Iowans - @marymascher #ialegis #saveIAworkers",16,5
"Its time to reform the payday lending industry. #LB194 #neleg https://t.co/5EeKqnTVCJ",16,5
"RT @ProgressIowa: Everyone should be treated fairly. -@marymascher #ialegis #saveiaworkers",16,5
"#LB194 will place reasonable regulation on payday lenders + protect consumers  #neleg https://t.co/5EeKqnTVCJ",16,5
"Rep. @TimiForIowa House GOP have talked to people in Wisconsin and you can see that this is NOT working. #ialegis #saveiaworkers",16,5
"#LB194 will make payday loan payments affordable and maintain access to credit for consumers #neleg https://t.co/5EeKqnTVCJ",16,5
"Rep. @TimiForIowa: I have gotten thousands and thousands of emails...they are telling me this is a REALLY bad idea. #ialegis #saveiaworkers",16,5
"The hearing on #LB194 is next Tues. Make ur voice heard &amp; call your Sen. to urge them to support this bill! #neleg https://t.co/0nMZuoV4RA",16,5
"RT @ErinDMurphy: After @SSteckman ruled out of order for raising @ALEC_states; @TimiForIowa reads group lit similar to #ialegis",16,5
"Look who came to visit! Awesome to see these young South Omahans at the capitol today. https://t.co/85CMpHKhSA",16,5
"Rep. @RepPrichard In one rural school district, 25% of teachers have left....therefore students pay the price. #ialegis #saveiaworkers",16,5
"Thanks for the visit South O YMCA + @MarqueSnow! #neleg https://t.co/E5PRUOv3vt",16,5
"Rep. @RepPrichard: This GOP collective bargaining bill is garbage, it fixes a problem that does not exist. #ialegis #saveiaworkers",16,5
"RT @J_Philo_Dendro: Keep at it Tony! Im excited so see where these bills go and whats next! https://t.co/Js8TA4EWGS",16,5
"RT @ErinDMurphy: .@RepPrichard says he believes #ialegis #collectivebargaining bill will make it difficult for rural schools to retain",16,5
"RT @nick_koehler6: Happy to be at Precinct Captain training with @TonyVargas @NebraskaDems @amandaleigh2205 @heathmello and Crystal",16,5
"RT @ErinDMurphy: Rep. @akoabdulsamad reading an email from a self-described Republican who is opposed to #ialegis #collectivebargaining",16,5
"Today @ 1:30p: Hearing for #LB194, my bill to reform payday lending! Find ur senators info &amp; ask him/her 2 support! https://t.co/0nMZuoDtt0",16,5
"Rep. @CharlieMcConkey  As a state we are already loosing our young people.  House GOP bill that guts worker rights isnt helping. #legis",16,5
"Why do you support payday lending reform? QT and let me know! #LB194 #neleg https://t.co/u9aPaubTVz",16,5
"Rep. @CharlieMcConkey: Politics shouldnt be about political parties, but it should be about doing the right thing. #ialegis #saveiaworkers",16,5
"RT @OmahaWomensFund: Its a full house at the hearing for @TonyVargass LB194- we support the bill and reforming the payday lending",16,5
"Rep. @LizBennettIowa: This GOP bill that guts the rights of Iowa workers, has nothing to do with helping Iowans.  #ialegis #saveiaworkers",16,5
"RT @neappleseed: Sen. @TonyVargas opening hearing for his bill LB194 to reform predatory payday lending and #StopTheDebtTrap",16,5
".@LizBennettIowa: This #housegop bill is one more burden on the backs of Iowa workers who just want a fair shot. #saveiaworkers",16,5
"RT @voicesNE: @TonyVargas opening on LB 194 to reform payday lending and #stopthedebttrap #neleg",16,5
"RT @ProgressIowa: This bill is one more burden on the backs of people who just want a fair shot. -@LizBennettIowa #ialegis #saveiaworkers",16,5
"RT @NickStarlingTV: Happening now: Senator @TonyVargas introduces LB 194, to regulate the payday lending industry. Targets vulnerable",16,5
"RT @ErikRSandahl: #ialegis We getting into the meat of SF 213 come, watch &amp;show you care #saveiaworkers https://t.co/aK9ku3fGcC",16,5
"RT @OmahaWomensFund: Nebraskans &amp; local businesses lost $19mil in fees to payday lenders in 08 in Douglas &amp; Sarpy Counties alone",16,5
"RT @iowademocrats: Republicans control #ialegis, they are delivering on their loyalty to the extreme-right corporate agenda of ALEC.",16,5
"Live from the hearing on #LB194: Chuck Karpf (banker) testifying to effects of payday lending industry #StopTheDebtTrap",16,5
"Rep. @BruceBearinger: The #collectivebargaining bill is not trying to keep teachers in IA but is driving them away. #saveiaworkers #ialegis",16,5
"#LB194 hearing: LD18 resident works at a bank &amp; needed $ to pay for epilepsy medication. he took out 6 loans. $575 in fees for $500 loan",16,5
"RT @IowaSEA: Both #ialegis chambers are in and debating the collective bargaining bills Watch here https://t.co/hphDeH2Ccs",16,5
"#LB194: Hearing now from Omaha woman who took out loan for car tires. Many loans + 8 years + $10k later they are finally out of debt.",16,5
".@IAHouseGOP still not listening to their own constituents #ialegis #saveIAworkers https://t.co/sxIB87S5Od",16,5
"#LB194 hearing: a woman who lost her job took out loans to pay for daughters college expenses. Had to keep renewing bc couldnt pay back",16,5
".@bkressig says 82% of #UNI faculty say that if the #collectivebargaining bill passes they would consider leaving #ialegis #saveiaworkers",16,5
"RT @OmahaWomensFund: Omahas Glenda Wood had to take out a payday loan for unexpected car repairs; lenders encouraged her to renew for 8",16,5
"Rep. @nielsen reads statement from Iowa City School District asking #ialegis to vote against the #collectivebargaining bill. #saveiaworkers",16,5
"RT @OmahaWomensFund: It shouldnt take 8 years and $10,000 to pay off a small loan of $500. Everyone needs access to affordable credit.",16,5
".@RepAmyNielsen: In 2014 we lost 90 Iowans to fatal workplace injuries, in TX with no collective bargaining 400+. #ialegis #saveiaworkers",16,5
"RT @neappleseed: Mr. Waggoner: Payday lenders set up near service bases to target loans to servicemembers. LB194 would reduce predatory",16,5
"RT @RepAmyNielsen: Roughly two hours into day 2 of debate on HF291, still no proof that this bill is anything but union busting",16,5
"RT @JMShumway: Exec director of Veterans Legal Support Network: service members are ideal target for payday lenders because theyre",16,5
"GOP blaming teachers, nurses &amp; firefighters, but state ATM is empty b/c of their $500M in corporate tax https://t.co/h62xBmm0V5",16,5
"RT @voicesNE: Mick Wagoner, Veteran, talks about how service members are lucrative target for financial traps #neleg #stopthedebttrap",16,5
"RT @ProgressIowa: FYI -- @dawnpettengill just read verbatim from a petition put forward by AFP -- https://t.co/VeyWgYRyMi. #ialegis",16,5
"RT @neappleseed: Mick Waggoner, retired Marine and service-member advocate: LB 194 is a step in the right direction to reform payday",16,5
"RT @idaveprice: Do all lawmakers pay attention when other others speak? No. Laughter from another conversation as @helenmiller49 talks",16,5
"RT @JMShumway: Elsa Ramon-Moody, profiled in this weekends AP story, now telling committee how loans affected her. #neleg",16,5
"RT @ErinDMurphy: I thought I heard that, too, and wondered if I had misheard.

#ialegis #collectivebargaining https://t.co/pxczZOjVm4",16,5
"RT @JMShumway: Bellevue woman who took out $500 loan in 2006 for new tires said she ended up paying about $10,000 in fees over eight",16,5
"RT @StaedArt: Rep. Miller: quoting a correctional officer We do this job, knowing that any given day we may not come home",16,1
"RT @voicesNE: Glenda Wood of Omaha tells how a 500 loan for new tires cost her family 10,000 #neleg #stopthedebttrap",16,1
"RT @iowademocrats: This is not the Republican Party that I grew up in. I grew up with Bob Ray when people knew how to work together Sen",16,20
"RT @neappleseed: Glenda Wood testifies she paid $10,000 in payday lending fees over 8 years stemming from original $500 loan. #LB194 #NELeg",16,20
"We are not gift box policy wrappers for @TerryBranstad as a good bye present on his way to China. -Rep.@Kirsten_RM #saveiaworkers #ialegis",16,5
"RT @voicesNE: Chuck Karpf, retired banker:  Ive seen families forced into bankruptcy by payday lending #stopthedepttrap #neleg",16,5
"RT @mccoyforiowa: Update: Senate switch board over last day, 1382 AGAINST, 18 FOR bill. Thats 98.7%. #saveiaworkers #ialegis #iasen",16,12
"RT @neappleseed: LB194 caps repayment installments for payday lending at 5% of a borrowers monthly income. Fair for everyone. #NELeg",16,12
"RT @ProgressIowa: .@Kirsten_RM just described anti-worker HF291 as corporate tissue paper #ialegis #saveiaworkers https://t.co/XTcavFLMTU",16,5
"RT @HWCOmaha: Senator @TonyVargas introduced #lb194 at the banking committee today.  This bill aims to reform payday lending practices in",16,5
"RT @commentoniowa: A well educated citizenry, taught by our Iowa educators and professors, is key to a safe society. Their own investment",16,5
"RT @HollandMovement: This is why @TonyVargas bill to regulate payday lending in Nebraska is important. https://t.co/bHyrxVX5tr",16,5
"@ErinDMurphy heres another: Jane Bloomingdale I do not want to see collective bargaining https://t.co/xvdoLanVyr",16,5
"RT @megmandy: Look whos trending! #LB194 #StopTheDebtTrap @OmahaWomensFund @neappleseed @TonyVargas @voicesNE https://t.co/5cR1LPHppo",16,5
"RT @desmoinesdem: #Iowa House Democrat Curt Hanson is retired teacher from Fairfield area. #saveiaworkers #ialegis #labor #edu",16,5
"Happy to join Sens @TysonLarson and McCollister at the Energy Legislation Panel Discussion at @UNOmaha Mammel https://t.co/7H9iJce4gb",16,5
"RT @ProgressIowa: You are not listening to the people who voted for you. -@BruceBearinger, to @IAHouseGOP about anti-worker HF291",16,5
"Many thx 2 the moms, students, workers, faith leaders, &amp; vets that came out to testify @ #LB194 hearing yesterday. https://t.co/Lvvs4uGOGg",16,5
"RT @mccoyforiowa: Big spending isnt on public workers, its corporate tax giveaways-@JoeBolkcom on #iasen floor. #saveiaworkers",16,6
"Its clear: regs on payday lending arent working for Nebraskans or for our economy. Time to #StopTheDebtTrap! https://t.co/Lvvs4uGOGg",16,6
"RT @ErinDMurphy: Were now up to 7.5 hours in the #ialegis House #collectivebargaining debate, and still no vote on the first amendment.",16,5
"Thanks for your support and advocacy for NE Latinxs! https://t.co/bLaVBBkoy6",16,5
"RT @ProgressIowa: Collective bargaining is a positive for Iowa schools and taxpayers. -@BruceBearinger #ialegis #saveiaworkers",16,5
"RT @JubileeUSA: #LB194, NE #payday legislation, will make our economies &amp; communities stronger @TonyVargas https://t.co/PyaFq4yIOb",16,5
"RT @StaedArt: Rep. Winckler: I know that when we hurt these workers economic security, we hurt the economic security of the state!",16,5
"As leaders we must again stand 2gether w/ immigrant &amp; refugee fams in our communities #LR26 @LJSdon @JournalStarNews https://t.co/xgmTHPwMaD",16,5
"were back in. join us at the Capitol or tune in live at: https://t.co/JOAvU4U3rk",16,5
"Critical to show that no matter who is in WH, we support Nebs from all walks of life #LR26 @LJSdon @JournalStarNews https://t.co/xgmTHPwMaD",16,5
"RT @ProgressIowa: #saveiaworkers #ialegis https://t.co/U69MtVjqBL",16,5
"RT @NewNebraska: Thank you @TonyVargas for ensuring Nebraskas #DACA youth have a voice &amp; arent forgotten. Their future is our future.",16,5
"RT @ProgressIowa: If this is such an awesome bill, where were the supporters? -@SSteckman #ialegis #saveiaworkers",16,5
"RT @NLACommission: Today we testified in support of #LB416 (@TonyVargas) to hire 2 #bilingual inspectors with Dept. of #Labor:",16,5
"@KyleEngelhardt @bkressig @IaLegis In hour 7 of debate...twitter mistakes get made.",16,6
"RT @NLACommission: #NELeg working to ease fears in #immigrant communities including LR26 (@TonyVargas) to support #DACA in #NE:",16,6
"RT @Iowans4PublicEd: Poll on Simon Conways WHO showed 88% support for public workers even on a conservative station. #ialegis",16,5
"RT @NLACommission: Below is the list of #NELeg legislative bills &amp; resolutions introduced by Senator @TonyVargas (District 7) this year.",16,5
"RT @ProgressIowa: These are extreme policies. The @IAHouseGOP has gone too far. -@HallForIowa #ialegis #saveiaworkers",16,5
"I introduced #LB272, a bill to speed up approval 4 Historic Tax Credit projects #neleg @OWHnews @PaulHammelOWH https://t.co/Z7LBw51KTL",16,5
"Rep. @HallForIowa: House GOP leadership will pass this bill on your backs, with your votes, at the expense of your constituents  #ialegis",16,20
"We must keep this imp program in tact + working effectively + efficiently! #LB272 #neleg @OWHnews @PaulHammelOWH https://t.co/Z7LBw51KTL",16,20
"RT @ProgressIowa: .@davedeyoe said Wisconsin is doing great but their job growth lags behind most states: https://t.co/BgOhXoM9Qf",16,5
"RT @HollandMovement: @TonyVargas bill is supported by @HollandMovement, @nsea_org, @ACLUofNE, Nebraska Medical",16,5
"RT @airbax: Thanks @IowaGOP for thinking I make too much for doing my job. When do you vote on your paycuts? #ialegis",16,5
"RT @HollandMovement: @TonyVargas bill (LB427) that supports accommodating breastfeeding students has advanced from Nebraska Legislatures",16,5
".@brianjmeyer GOP bill is nothing more than union busting #ialegis #saveIAworkers",16,5
"Thanks for your advocacy and support for #LB427! https://t.co/PDUmgVas5N",16,5
"RT @afscmeiowa_c61: Uncertain, unpredictable, and frequently in danger. THIS is the @IAHouseGOP criteria for defining public safety -",16,5
"Congratulations to my Administrative Aide, @losonti, on receiving the Hank Balters Community Outreach Award from https://t.co/fl8qMGRlvI",16,5
"wrapping up debate now on 1st amendment of 76. will keep fighting for working families as long as it takes #saveIAworkers #ialegis",16,5
"ICYMI:NE needs real payday lending reform #LB194 #StopTheDebtTrap @JournalStarNews @tracibruckner @OmahaWomensFund https://t.co/k0HKjRoAUY",16,5
"THANK YOU @IowaSenate Democrats for fighting ALL NIGHT against these attacks on Iowas workers! #thankyou https://t.co/mdtcxsHfw0",16,5
"#LB194 does not put responsible payday lending out of business. @tracibruckner @OmahaWomensFund @JournalStarNews https://t.co/k0HKjRoAUY",16,5
"RT @brianneDMR: Iowa Senate debates collective bargaining all night. @WilliamPetroskis dispatch from this morning:",16,5
"#LB194 compromise exactly the payday lending reform our state needs @tracibruckner @OmahaWomensFund @JournalStarNews https://t.co/ARz2UDrrtf",16,5
".@IAHouseGOP doesnt want to listen to Iowans, just the special interests who helped write the bill #ialegis #saveIAworkers",16,1
"RT @NebraskaReform: Senator @TonyVargas wants an investment in democracy #AVR #LB290 https://t.co/XBlsZcJF3N",16,1
"tried to delay vote for a week to make Republicans go home and LISTEN to their constituents this weekend #saveIAworkers #ialegis",16,5
"Press conf over lunch re: election modernization. Hearing for #LB290 (Automatic Voter Registration) is this https://t.co/92ZfPdNo97",16,5
"Republicans have shut down all debate to #saveIAworkers by noon today #ialegis",16,5
"RT @JMShumway: Sen. @TonyVargas prioritized a bill that would ensure teen moms could breastfeed/pump milk at school.",16,5
"Tune in LIVE for the last 10 minutes of debate before IOWANS are silenced by Republicans https://t.co/JOAvU5bEPU #saveIAworkers #ialegis",16,5
"RT @NickStarlingTV: Senator @TonyVargas introduces bill to have an opt out instead of an opt in for voter registration when you get",16,5
"It took @IAHouseGOP &amp; corporate allies 3 months to write bill, but passed it in1 week without input from Iowans #ialegis #saveIAworkers",16,5
"RT @NebraskaReform: Senator @TonyVargas: Oregon has seen record amounts of registered voters. I hope #LB290 would do the same to Nebraska.",16,5
"Republicans allowed debate on just 3 amendments of 75 filed #shameful #ialegis #saveIAworkers",16,5
"RT @NebraskaReform: .@TonyVargas begins his closing, reiterates that job of #neleg &amp; committee is to constantly evaluate how improve",16,5
"Republicans used procedural move to shut down debate and vote on 72 amendments/bill to go home early this weekend #ialegis #saveIAworkers",16,5
"RT @NebraskaReform: In response to opposition to #LB290 @TonyVargas I will work to alleviate concerns, continue conversations to make",16,5
"10 of our members were denied the opportunity to speak when Republicans shut down debate #ialegis #saveIAworkers",16,5
"Stories like Fatimas are exactly why I introduced #LR26  @OWHnews @HWCOmaha https://t.co/WERui0ZZmN",16,5
"And so it begins. when @IAHouseGOP puts corporate special interests first, the rest of Iowa loses https://t.co/rsbLVkqmL8",16,5
"#LR26 reaffirms Nebraskas support for our DACA youth + urges the fed govt not to rescind DACA @OWHnews @HWCOmaha https://t.co/WERui0ZZmN",16,5
".@IAHouseGOP set this up so only THEY would get to make final remarks on the bill #notlistening #ialegis #saveIAworkers",16,5
"The hearing for #LR26 is on Wednesday, March 22 and you can read the LR here: https://t.co/XPxnVbN8f8 @OWHnews @HWCOmaha",16,5
"united in voting NO on this attack on Iowa workers. will keep STANDING UP for Iowans #ialegis #saveIAworkers",16,5
"Calling #TeamTony! My friend Jim is running for Omaha City Council &amp; needs our help knocking doors this Sat! RSVP:  https://t.co/Pl1CuXg1HO",16,5
"RT @IAStartingLine: Now to the Senate, where Republicans have ended debate in unprecedented maneuver, now voting down each Dem amendment",16,5
